scenario,condition,ID,content_mean,content_variance,alpha_accuracy_mean,alpha_accuracy_variance,alpha_target_mean,alpha_target_variance,alpha0,beta,gamma,epoch,action,action_prob,alpha_target_prior,alpha_accuracy_prior,content_prior,alpha_target_posterior,alpha_accuracy_posterior,content_posterior,alpha_target_prior_sd,alpha_accuracy_prior_sd,content_prior_sd,alpha_target_posterior_sd,alpha_accuracy_posterior_sd,content_posterior_sd
All,Differing-content-generalization,226,0.2,0.0225,0.8,0.0225,0.2,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.94015,-0.30798728143553544,0.7977169322804328,0.34847996727256225,-0.30854915664846966,0.7960969270256999,0.32825497289518407,0.04969262718805701,0.15544245110488988,0.1754776251807242,0.049433744296571186,0.1561414774255334,0.159159658101935
All,Differing-content-generalization,226,0.2,0.0225,0.8,0.0225,0.2,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.71597,-0.30332230473358884,0.8046141005695076,0.5003839712745914,-0.3057481861425081,0.796362653477141,0.39542348655919135,0.05022142863802886,0.15032865274275292,0.25,0.049764400042263526,0.15445204015288333,0.19914960249267702
All,Differing-content-generalization,226,0.2,0.0225,0.8,0.0225,0.2,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.96844,-0.30943828869601164,0.792055151824211,0.31405184739865877,-0.3097781770345663,0.7913481506545863,0.30619523575250784,0.0491444978208799,0.15977371029936668,0.14928386938803095,0.04885430972808486,0.15950601002936918,0.14105462974101662
All,Differing-content-generalization,226,0.2,0.0225,0.8,0.0225,0.2,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.8776,-0.3063140600521767,0.7980549955013648,0.39063121873505474,-0.30759640032265034,0.7950809983300483,0.3506134475602567,0.05011493636607011,0.15374219980221948,0.20328192928929217,0.04944450786090076,0.15595192597191807,0.17473656940252785
All,Differing-content-generalization,289,0.8,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.94794,-0.328014476052975,0.19467212616074248,0.453886610266087,-0.3288755750993709,0.1923141270401918,0.43996186422835737,0.04155700494050222,0.1290023994627537,0.23953016613335515,0.04130078009623428,0.12742044299399397,0.23525167156833085
All,Differing-content-generalization,289,0.8,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.94073,-0.32749800800483825,0.19905259849345924,0.4712078066079294,-0.32850784408186195,0.19515200092562457,0.45827206991893576,0.04218047985181152,0.13130395777847603,0.24472722025627597,0.041757689139231544,0.12895656848921144,0.24029483079536923
All,Differing-content-generalization,289,0.8,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.93099,-0.3239372426903696,0.20857708874179792,0.5002115981508448,-0.3254273837071465,0.20336944568819174,0.4838759637142628,0.043549538193045426,0.13641124447672295,0.25,0.04309606854459793,0.1329779091125263,0.24628336359131578
All,Differing-content-generalization,289,0.8,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.95333,-0.3286229660188923,0.1930107075305521,0.43451624817145423,-0.3293297207423729,0.1907055109351305,0.4265352216449273,0.041336262322038284,0.1291339783089236,0.23329588372107823,0.040987097709464106,0.1278295473961559,0.2297491197457441
All,Differing-content-generalization,289,0.8,0.0025,0.5,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.93793,-0.32629162229468245,0.20380910887276243,0.4867151936791054,-0.32716039083941656,0.19896707655930737,0.47233559702610617,0.04287136695534241,0.13393834922947873,0.24877610103757378,0.04242121550836423,0.13120654709067026,0.24456381647776704
All,Differing-content-generalization,275,0.8,0.0025,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.94436,-0.3179930028622933,0.46737786709218765,0.3780563736784078,-0.31982273834608976,0.4668611149562338,0.3597920730370801,0.06105469632772536,0.04772424657532395,0.20258292003635758,0.060063055202954525,0.04796367796686302,0.19104854105673097
All,Differing-content-generalization,275,0.8,0.0025,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.92744,-0.31589316242445864,0.4678654457759453,0.4070122762587984,-0.3178878264810525,0.4678155536484119,0.38232724280321245,0.061881273994385526,0.04755894679576708,0.21425739566414276,0.06113658293663898,0.047488968195386415,0.20034280212137473
All,Differing-content-generalization,275,0.8,0.0025,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.84308,-0.30993822850114605,0.4705869670236273,0.4995471739782615,-0.3141973382683777,0.4695673041872055,0.4445458441017377,0.06430430250805375,0.047906943018647015,0.25,0.06289626180576822,0.047827578718323584,0.22787437680714445
All,Differing-content-generalization,275,0.8,0.0025,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.95566,-0.3200246697841073,0.4671003610206436,0.3540247899357775,-0.32075550837417477,0.46717623358756466,0.3390047121757606,0.06059520467864674,0.04796993604257936,0.1906647168201218,0.060224547405918996,0.04783622218686088,0.18104293740814278
All,Differing-content-generalization,275,0.8,0.0025,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.89264,-0.3140665142313367,0.4687870183583256,0.44470892280868113,-0.31680260040655,0.4679932876801736,0.40874681084041936,0.06298054406464966,0.04793852975318348,0.2309184402584731,0.061675212824155855,0.04792841493123516,0.2124228572627011
All,Differing-content-generalization,77,0.2,0.0025,0.8,0.0625,0.5,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.93529,-0.07590021071342073,0.8766403290152603,0.24991483401445264,-0.08272744178027264,0.881007170159302,0.23664055592917857,0.13139475179840635,0.17630213137340914,0.1277937995195437,0.1291069699874112,0.17020654780591105,0.11681015064956207
All,Differing-content-generalization,77,0.2,0.0025,0.8,0.0625,0.5,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.90348,-0.06791492664503064,0.8734783648972422,0.27047240357272767,-0.07722599521024018,0.8771798334431427,0.2484279855525346,0.133978553849914,0.17950183129682967,0.14495189285082616,0.1309416887212018,0.17462686162042668,0.12569377807752508
All,Differing-content-generalization,77,0.2,0.0025,0.8,0.0625,0.5,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.51598,-0.028500941702425397,0.8668535092528403,0.5002993770372892,-0.056164182786614704,0.8659875098859069,0.31913560490029474,0.14049488569955007,0.18422049084736042,0.25,0.1365753410171195,0.18657533139765028,0.16881741199439976
All,Differing-content-generalization,77,0.2,0.0025,0.8,0.0625,0.5,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.94756,-0.08087741659424717,0.8820998924668986,0.23720853054302027,-0.08699314739506503,0.8855574476740018,0.22808213095923152,0.12908839267119487,0.1696638834852077,0.11876140251405562,0.12692586266218514,0.16506396304527612,0.11008329692446346
All,Differing-content-generalization,77,0.2,0.0025,0.8,0.0625,0.5,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.8351,-0.054050695776810105,0.8651758304242918,0.3184436007443187,-0.06942120353861322,0.8698992778287816,0.271227257605439,0.1372901856194131,0.18856232766428677,0.17531507074270758,0.1338049990229428,0.18334818851439066,0.1415632157757261
All,Differing-content-generalization,188,0.2,0.0225,0.2,0.0625,0.8,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.91547,-0.0837117707555762,0.7174165695058209,0.23672648551644002,-0.09622024509050356,0.7266099461827982,0.2210660721387948,0.15364273020569,0.2346036708131695,0.13630714123872004,0.1483829467132771,0.22812691697879992,0.12343650313892782
All,Differing-content-generalization,188,0.2,0.0225,0.2,0.0625,0.8,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.87618,-0.06412470059822456,0.7025943047400427,0.26581108328748876,-0.08309506681811787,0.7149671555072329,0.23937664111560703,0.16144878339423296,0.24314987685088604,0.1553264539800054,0.15412655085312377,0.2355984247892121,0.13536318824466803
All,Differing-content-generalization,188,0.2,0.0225,0.2,0.0625,0.8,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.45776,0.03806376096375069,0.6804604339055037,0.5001807792041756,-0.02588220691666245,0.687162756139253,0.3266923344732079,0.17849633049608604,0.25536778434821866,0.25,0.17078290411336705,0.2526375614220983,0.18663745968104728
All,Differing-content-generalization,188,0.2,0.0225,0.2,0.0625,0.8,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.93706,-0.09494688288843864,0.7275603147674383,0.21977748214176004,-0.10486104879227809,0.7367356701415704,0.2097551376988706,0.1475557815671806,0.22681834902907724,0.12580313794192552,0.14313935158092286,0.22004855017723132,0.11726426145608948
All,Differing-content-generalization,188,0.2,0.0225,0.2,0.0625,0.8,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.76631,-0.027073104012167254,0.6894544356726929,0.32703965841157795,-0.06007131190412564,0.7027953958546986,0.2689333453740681,0.17025590629140014,0.2512224311505329,0.18882691809931912,0.16250090789522925,0.24299115138780591,0.15296663183145207
All,Differing-content-generalization,364,0.8,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.84311,-0.0742506451430436,0.33805932022933655,0.2868536093996987,-0.07679358882173644,0.3436457235772267,0.2624951855831113,0.044381135478654736,0.1333789506764804,0.16455205398707357,0.043890254129773744,0.13251052407539893,0.149062698194479
All,Differing-content-generalization,364,0.8,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.79936,-0.07191007486681472,0.33172393815907947,0.32664848505507693,-0.07516398790678655,0.337175882719045,0.28619551132440874,0.044467732561995696,0.13265184383070822,0.18646037703544993,0.04406590307553919,0.13262260632803669,0.1643731887564972
All,Differing-content-generalization,364,0.8,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.59636,-0.06296505033750927,0.333643968618649,0.5001248196841153,-0.0686144970265607,0.3291953842599893,0.3888180075673424,0.04548463421888526,0.1335987018990223,0.25,0.044810580090073264,0.1327129275635908,0.2161141683583977
All,Differing-content-generalization,364,0.8,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.87436,-0.07657820892705852,0.3432649918950233,0.2618635401071787,-0.0786703573424966,0.3483351726312778,0.24355359894880088,0.0440556530338178,0.13297147085364663,0.15049738170068674,0.0436228152108837,0.1329687863525916,0.13770369835108542
All,Differing-content-generalization,364,0.8,0.01,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.71666,-0.06856208692862588,0.3289695857278414,0.3928974981901357,-0.07226719616915085,0.3306988358502278,0.3279407222035908,0.04508496493142279,0.13275917324457673,0.21808300173147135,0.04438652742074533,0.13213852193037717,0.187677551570576
All,Differing-content-generalization,66,0.2,0.0025,0.8,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.94849,-0.4101471137354819,0.8022274720789613,0.3445357363558392,-0.4170564024043376,0.8016786131255823,0.3310779648110489,0.1272633984961198,0.15058008448466212,0.17853090081823705,0.11830069188012347,0.15081507446614514,0.16714184663819157
All,Differing-content-generalization,66,0.2,0.0025,0.8,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.93609,-0.3984432178683646,0.8040397695392578,0.3704853797468708,-0.4097576570653574,0.8030368917481535,0.34804708542144236,0.14318746686919398,0.14853255587236314,0.19420573067436367,0.12808569130558686,0.14928609167680287,0.17844630088152902
All,Differing-content-generalization,66,0.2,0.0025,0.8,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.74507,-0.34678534763604285,0.812067110569912,0.4994566311174376,-0.38531442380333675,0.80594895849215,0.41258464494031216,0.20064655599019343,0.14357222681355317,0.25,0.1606640485076626,0.14641280611368274,0.2122838838574403
All,Differing-content-generalization,66,0.2,0.0025,0.8,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.96429,-0.41478750385613417,0.7996014058937337,0.33218038974818154,-0.4208154120634766,0.7989302310028449,0.32246471039911634,0.12185984410715243,0.15246979064328334,0.16819697852458862,0.11281873182216014,0.15287752404880484,0.16001090880767352
All,Differing-content-generalization,66,0.2,0.0025,0.8,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.87205,-0.38113082785510866,0.8072086962991154,0.41173561671602393,-0.4000688146770612,0.8044791172365245,0.3708139739558888,0.1638714995162359,0.14707019450963968,0.217837382050331,0.1416718095634587,0.1482300633985883,0.19398549083897057
All,Differing-content-generalization,182,0.2,0.0225,0.2,0.0625,0.2,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.94304,-0.3680691639563896,0.18312184466978362,0.4511242732012269,-0.3727477243972906,0.17615969943520124,0.44078432089636316,0.09190564635109116,0.23095659789380654,0.23426167622665386,0.08707219567972571,0.22399315301644188,0.22936998143075252
All,Differing-content-generalization,182,0.2,0.0225,0.2,0.0625,0.2,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.94427,-0.3646543586863406,0.1932495356800681,0.46470605064135095,-0.37008092983818497,0.18218079243553056,0.4523897822435405,0.09549396519797462,0.23964549906890706,0.24015619271970645,0.09001640229027644,0.23083050708646285,0.23530256591291904
All,Differing-content-generalization,182,0.2,0.0225,0.2,0.0625,0.2,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.9063,-0.3493130771394877,0.2276325733847417,0.4997544217976314,-0.3581856168732193,0.20991198916691764,0.4793780402556286,0.10653469060484777,0.2663159512083989,0.25,0.09887473676866339,0.2529767707957654,0.24466853898048868
All,Differing-content-generalization,182,0.2,0.0225,0.2,0.0625,0.2,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.9545,-0.3736339539067168,0.17559402379746442,0.44043735856934424,-0.37743613588246794,0.16797024469622743,0.43106431325405536,0.08802308697941368,0.22318849298296692,0.23087441592927727,0.08369333525927776,0.21568183231329516,0.22667213054541213
All,Differing-content-generalization,182,0.2,0.0225,0.2,0.0625,0.2,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.92555,-0.3569111662424143,0.20746992060378863,0.4818975433200082,-0.3640425242683591,0.1931758506804914,0.4670375629715278,0.10062912536413093,0.2506193835356314,0.24506439190069,0.09396999079379789,0.23958508517915492,0.23949452643599337
All,Differing-content-generalization,6,0.2,0.0025,0.2,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.92069,-0.2950691939659577,0.2054236502048192,0.4270007704469632,-0.30396083040360994,0.20548904718976868,0.4119031046131525,0.10043717049788148,0.05057909160594308,0.23531150627047445,0.09456564198492141,0.0504635234268745,0.23071628238234076
All,Differing-content-generalization,6,0.2,0.0025,0.2,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.90136,-0.28256411931141706,0.20611807662684328,0.4493265815263763,-0.2941545625778597,0.2058954792244297,0.42929185255005803,0.10869553538102192,0.05094414665745781,0.24129360766057473,0.10102352463375877,0.05078583103367217,0.2359879533506442
All,Differing-content-generalization,6,0.2,0.0025,0.2,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.85257,-0.24366436885421036,0.20769006887788205,0.5001504920419665,-0.2674325480197906,0.20726525299683687,0.4711955372060636,0.1311360589417168,0.050596508572266365,0.25,0.11659806715010905,0.05028303157750436,0.24484875307338136
All,Differing-content-generalization,6,0.2,0.0025,0.2,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.93691,-0.30423195313262624,0.205854865389423,0.4114469880836505,-0.3111328764905936,0.20546000163137867,0.40071635131072014,0.09487093610233781,0.050608925363090244,0.22858744970449774,0.0904094547109423,0.05034780231950728,0.22380404112091648
All,Differing-content-generalization,6,0.2,0.0025,0.2,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.87977,-0.26723558508024137,0.20715318185809042,0.47307305010870604,-0.28309862765890154,0.2062273712766672,0.45105182374667097,0.11768495076140068,0.05019089200052193,0.2452861422525778,0.1073244822570718,0.05010843502906269,0.24033689537856465
All,Differing-content-generalization,202,0.2,0.0225,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.88826,-0.02016029471218783,0.5425127538540899,0.23971861559479343,-0.022218828048454906,0.5477760414897339,0.2217271256510948,0.04803019439990688,0.14429807570718828,0.1305655935552736,0.04775457583163118,0.14355563795726325,0.1171117713856581
All,Differing-content-generalization,202,0.2,0.0225,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.85124,-0.017430183845375594,0.5368336869877027,0.2708694747270471,-0.01965795607593885,0.5425604034135406,0.24075351979218268,0.04847198338314978,0.14489077173649492,0.14870929516622422,0.04806785452593116,0.1434502052951628,0.12788555388958356
All,Differing-content-generalization,202,0.2,0.0225,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.50285,-0.007386227772323585,0.5333213094878313,0.4991984700931687,-0.013045502864585645,0.5316202714857163,0.3307093573039621,0.049018614107670076,0.14525720227271002,0.25,0.04883231558136448,0.14559269789066817,0.18113071677900197
All,Differing-content-generalization,202,0.2,0.0225,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.91643,-0.022394613336725624,0.5465494579286264,0.22144145801585005,-0.02414617466435723,0.5519867104900338,0.20830743390387507,0.04735566294402683,0.14356935194310355,0.11908984647706608,0.047071218345905316,0.14220536543626325,0.10915223800073376
All,Differing-content-generalization,202,0.2,0.0225,0.5,0.0225,0.5,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.76838,-0.013666474002521025,0.5318966064698987,0.33207462319421055,-0.017400925653852782,0.5364772871737649,0.27233901076972195,0.048918365506321296,0.14561818565947154,0.18551009406551539,0.048635687196940565,0.14496827464552778,0.1479170139047198
All,Differing-content-generalization,209,0.2,0.0225,0.5,0.0625,0.2,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.93943,-0.36337710176851995,0.475103750114533,0.3934115459274231,-0.3685026171456639,0.4679562360006179,0.3747453716807949,0.10182826412913049,0.24276236846617513,0.20789296579334401,0.09693118705973132,0.24167056254261968,0.19741337486693078
All,Differing-content-generalization,209,0.2,0.0225,0.5,0.0625,0.2,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.92079,-0.355985129414852,0.48233793939997655,0.4135044862678578,-0.36282940437532213,0.4741998584209897,0.38978406990491954,0.10586450910472316,0.242257165284365,0.21957112395401493,0.10036690278837099,0.24078941541764529,0.20564914445320212
All,Differing-content-generalization,209,0.2,0.0225,0.5,0.0625,0.2,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.82256,-0.33053481865164536,0.515162819173671,0.5003422011225749,-0.34519188534872147,0.494852951964929,0.44552694529819126,0.12286123338498675,0.24498426249973085,0.25,0.11178566253999761,0.24360294238300018,0.23039130604328378
All,Differing-content-generalization,209,0.2,0.0225,0.5,0.0625,0.2,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.95062,-0.3679231991594135,0.46570099710012647,0.37752359522018736,-0.3733096346997692,0.4623259580413139,0.36434202619215866,0.09754963345272522,0.24299514296909153,0.19829186191888928,0.09324328560594711,0.24223248488919924,0.18929765034742002
All,Differing-content-generalization,209,0.2,0.0225,0.5,0.0625,0.2,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.88359,-0.3451357099247965,0.4930000846911145,0.4438244088895769,-0.3547144220314679,0.48135621876169554,0.4093770505074569,0.11392554973630704,0.24449815447723064,0.23283993428604335,0.1058018567587839,0.2426381293832012,0.21581349358412963
All,Differing-content-generalization,449,0.8,0.0225,0.5,0.0225,0.8,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.91084,-0.2202882255545828,0.44653960488367744,0.32961196316392577,-0.2276750880279705,0.4467672461668712,0.3082373015826671,0.10618062030221224,0.15543737341057298,0.18487617992315608,0.10250003571337735,0.15514505829104822,0.17138503741732528
All,Differing-content-generalization,449,0.8,0.0225,0.5,0.0225,0.8,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.88187,-0.20964324214768865,0.44656601414621977,0.360462483163719,-0.21991235003056728,0.4460967967191677,0.32900068735228233,0.11110615900335977,0.1555973019203576,0.20030687188733157,0.10616381389330158,0.15475393928749703,0.18223183662605613
All,Differing-content-generalization,449,0.8,0.0225,0.5,0.0225,0.8,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.68158,-0.16670785866918816,0.457709331537978,0.49970841430402396,-0.19286000126087408,0.44950060000654085,0.4084965630206693,0.12702100595548113,0.15314204014803343,0.25,0.11741130430576807,0.1529149554970366,0.21919902799039676
All,Differing-content-generalization,449,0.8,0.0225,0.5,0.0225,0.8,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.93014,-0.22798244560810454,0.4475397622786764,0.3082358540182539,-0.23374250404004465,0.4492926212340953,0.2919927404259306,0.10289652203246132,0.15595256487738146,0.17380733045659283,0.09992697930825221,0.15585110933309174,0.16348036325626067
All,Differing-content-generalization,449,0.8,0.0225,0.5,0.0225,0.8,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.8119,-0.19401263169035815,0.44927330160049606,0.41308521096571055,-0.2098167512096704,0.4460297236946461,0.361798219228386,0.11795753409103893,0.15363698437711112,0.22145611299280743,0.11110451340805759,0.15335617048048705,0.19772953610786667
All,Differing-content-generalization,249,0.8,0.0025,0.2,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.95203,-0.3599220557430307,0.18830612546846348,0.4732129088010691,-0.362569860289473,0.18755842139855344,0.463770491479087,0.0765775428039902,0.0467639694451111,0.24339898440488103,0.07440702612639721,0.046574727145226646,0.24169941135664
All,Differing-content-generalization,249,0.8,0.0025,0.2,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.95185,-0.35637737921589413,0.18881452676509805,0.48135048967783667,-0.35975529615910484,0.18841308488937145,0.47234413273158266,0.07900974488233073,0.047293546497942485,0.24668795976869745,0.0761004830917516,0.046875577339261884,0.24394055212897797
All,Differing-content-generalization,249,0.8,0.0025,0.2,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.94133,-0.34809444276388546,0.18936968092692572,0.5004723593060957,-0.3524379749191023,0.18883551522051514,0.4877817764574537,0.0848946496801105,0.04772253077528895,0.25,0.08115220012929254,0.04724203829819465,0.24723955266631084
All,Differing-content-generalization,249,0.8,0.0025,0.2,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.95809,-0.36450611395966176,0.1878575446280607,0.46261955106695374,-0.3668763946618822,0.1874255524039226,0.45505293820021836,0.07284329255477717,0.04642828251454354,0.2441299384605201,0.07075313443366056,0.046094517360944,0.24133910729402697
All,Differing-content-generalization,249,0.8,0.0025,0.2,0.0025,0.5,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.94358,-0.35261665479671217,0.18974830499351167,0.49283247658339546,-0.35686390787436556,0.189400687516998,0.4807004698600941,0.08225465901389732,0.047676995962467196,0.24798090730455702,0.07881268298506622,0.047631940628676775,0.2455701848162155
All,Differing-content-generalization,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.91405,-0.12367654877563433,0.5069639357847269,0.26737713478327146,-0.13216948471234052,0.5070844922890069,0.24827034766256573,0.11326533791867753,0.048597989441053493,0.15285666818282287,0.1094768709038813,0.048735179366031764,0.1392008296019839
All,Differing-content-generalization,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.87448,-0.11386136742455213,0.5065447023784658,0.3011135159258048,-0.12522956127351415,0.50703140727495,0.27012610795826075,0.11675994510418226,0.048466731106553036,0.1713645627848614,0.11206849932858429,0.048361513703785976,0.15103404162304218
All,Differing-content-generalization,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.58616,-0.061805479909883686,0.506660622284876,0.5003607485158927,-0.09268460618705021,0.5064275104356339,0.35794774020724945,0.12768172466249042,0.04871964876757857,0.25,0.121182133593227,0.048814264837305124,0.19679875759004467
All,Differing-content-generalization,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.93382,-0.13135260289645717,0.5066951502178567,0.24875814805986315,-0.13814715186176826,0.5072256361632771,0.23586836218321647,0.10944614930007851,0.049087249254338196,0.14059620804233508,0.10586178305959885,0.049084284812468015,0.13120118628025035
All,Differing-content-generalization,113,0.2,0.01,0.5,0.0025,0.5,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.79541,-0.09454559978760009,0.5068040670294288,0.35790196810201164,-0.11265616194755447,0.5067669239707296,0.3023274099644891,0.12193736921946007,0.048691407671248535,0.2015206306149227,0.11681130054491037,0.04842239109553631,0.16933554607909546
All,Differing-content-generalization,361,0.8,0.01,0.5,0.0225,0.2,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.94183,-0.33045302784152686,0.35881738616631287,0.422829208132483,-0.33111803977114806,0.3559097134803179,0.4076812528418183,0.04164600085057266,0.12006641704359755,0.21785951115336374,0.041304148346028365,0.11964673076420984,0.20923276933525367
All,Differing-content-generalization,361,0.8,0.01,0.5,0.0225,0.2,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.92795,-0.3300117307486078,0.361238438613954,0.4466369032408,-0.3310060577277386,0.3583212198041994,0.4250893613920157,0.042040340755478495,0.12182010277368574,0.2268287625482284,0.041666984587311995,0.12077306431139236,0.21651127506496268
All,Differing-content-generalization,361,0.8,0.01,0.5,0.0225,0.2,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.88776,-0.3276149169210558,0.37016245323113234,0.4996562799480768,-0.3292046356679622,0.36415209122125053,0.46601508738075414,0.04265425500824721,0.1254776902315583,0.25,0.04226745669644953,0.12451769675041371,0.23755009993381251
All,Differing-content-generalization,361,0.8,0.01,0.5,0.0225,0.2,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.94825,-0.3311870500038687,0.35843691348912243,0.4063352719908934,-0.3317935952783194,0.35674745936451685,0.3928897525307104,0.04139013739259641,0.12018109075036014,0.2095271321946421,0.04111596801807544,0.11980158760789911,0.20192220004682632
All,Differing-content-generalization,361,0.8,0.01,0.5,0.0225,0.2,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.91016,-0.329089871482249,0.36375845573520854,0.47014340476298333,-0.33052159137004355,0.36161275559537487,0.4452599036916263,0.04224164575369779,0.12372834713616813,0.23759356714903013,0.04172297590786933,0.12285953972575277,0.22724773985871388
All,Differing-content-generalization,415,0.8,0.0225,0.2,0.0225,0.2,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.9476,-0.3157783106941721,0.11854323863214813,0.4708302954552588,-0.3171741927749861,0.1174118965394846,0.4625304637662999,0.04460299869871171,0.08996743793481642,0.24903143588249277,0.04424406177007312,0.08856112088792328,0.24690577697255064
All,Differing-content-generalization,415,0.8,0.0225,0.2,0.0225,0.2,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.94844,-0.31524794815347873,0.1213352176189392,0.4809988322423035,-0.3159699223228448,0.1200512464915686,0.47153995284038075,0.04540013356117976,0.09138822329720565,0.24940720552450774,0.044816302954023474,0.09018518316354752,0.2468484759407966
All,Differing-content-generalization,415,0.8,0.0225,0.2,0.0225,0.2,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.93865,-0.3122647150337302,0.12464913582869501,0.5000975830066184,-0.31364015899456144,0.1230738121127819,0.4906760765395566,0.04575090860953628,0.09381226848018338,0.25,0.04518391039877473,0.09233199125635164,0.2486699297896961
